كتاب,11
غيب,11
طاب,11
يسعى,11
العناية,11
اولو,10
نزل,10
انما,10
وانه,10
سرا,10
كرما,10
المعصوم,10
شان,10
تجلى,10
الارض,10
عنده,10
بالذي,10
الاحبة,10
علي,10
كيف,10
مثل,10
سماء,10
الم,10
نحو,10
نحن,10
عبدا,10
وهي,10
تقول,10
غاية,10
احبتي,10
القصد,10
رايت,10
لقد,9
اين,9
فانما,9
والله,9
المريد,9
لست,9
شاهد,9
عالم,9
علمنا,9
جميعا,9
لله,9
وجه,9
منة,9
لولا,9
راينا,9
قلنا,9
العبيد,9
لكل,9
اية,9
ايات,9
قدر,9
عنكم,9
تبارك,9
والبعض,9
كريم,9
وهم,9
علمها,9
قول,9
كذلك,9
الرجال,9
اجل,9
به
,8
كلها,8
لساني,8
ممن,8
كلهم,8
واهل,8
حال,8
شهدنا,8
ينال,8
ويوم,8
تكن,8
بغير,8
الحضرتين,8
قومي,8
ماء,8
عطايي,8
الغرام,8
الليل,8
لديكم,8
ابناء,8
حلة,8
ورب,8
انعم,8
الشمس,8
العلوم,8
هذه,8
السير,8
ارى,8
كنا,8
فذاك,8
الاحباب,8
ايتي,8
الحبيب,8
دونها,8
واي,8
القلب,8
انتم,8
كرم,8
الهوى,8
عليهم,8
ترى,8
فكيف,8
فواد,8
تحت,8
عيون,8
فالله,8
العطايا,8
اتى,8
قلبا,8
نورها,7
ختم,7
فينا
,7
عندنا,7
ملك,7
الغيوب,7
بان,7
فهل,7
يلقى,7
لان,7
علمه,7
وذلك,7
معنى,7
امام,7
اراد,7
شيء,7
والملايك,7
عفا,7
القرب,7
الحمى,7
عذب,7
الفضل,7
نبي,7
ربه,7
ومنها,7
سيد,7
بالله,7
الحديث,7
فليس,7
الاقطاب,7
الحقيقة,7
واعلم,7
بدء,7
بدت,7
بكل,7
فتى,7
لكم,7
بنا,7
وانما,7
قلبه,7
وتلك,7
حسن,7
المراتب,7
وبه,7
سره,7
بعضا,7
وهذا,7
قبل,7
جاء,7
صار,7
لديهم,7
علينا,7
الشفاعة,7
عنها,7
اخرى,7
غيرها,7
قيل,7
حمى,7
اللقا,7
ذكر,7
شينا,7
فصرت,7
سخاء,7
خمر,7
مرادي,7
ارباب,7
حاشا,7
بيس,7
بيت,7
التحقيق,7
معانيها,7
دعوى,7
وبعد,6
حضرة,6
والكل,6
اعطيت,6
محض,6
محب,6
كلام,6
التي,6
بعلم,6
فلي,6
النار,6
عمن,6
الغير,6
الماء,6
والا,6
سما,6
اصل,6
وكذا,6
انني,6
المهيمن,6
ستر,6
الجمال,6
الست,6
سيدي,6
ولها,6
منحة,6
كمال,6
عليك,6
نعمة,6
السما,6
العزايم,6
عبيد,6
المليك,6
وجدي,6
رايته,6
كلما,6
كشف,6
يقال,6
الامان,6
بعدما,6
قاب,6
مراد,6
لذلك,6
ابو,6
يرجو,6
روح,6
الكبرى,6
حول,6
وجل,6
مظهر,6
حديث,6
نار,6
ملء,6
مرقى,6
فاذا,6
سبحان,6
الغر,6
نال,6
وعلى,6
شيتم,6
ويشهد,6
امن,6
الذات,6
الصدور,6
شاء,6
الف,6
الي,6
بها
,6
ولولا,6
فضلا,6
هلا,6
منكر,6
لذا,6
امليتها,6
السماء,6
تعلم,6
بحر,6
وعند,6
سيدا,6
امليته,6
خوف,6
القرى,6
جينا,6
المحب,6
وثم,6
الحمد,6
سمعنا,6
اول,6
وعن,6
الارواح,6
سوى,6
عنا,6
بهم,6
لدي,6
انها,6
المشاهد,5
وله,5
اجبت,5
سترا,5
رموز,5
يستقي,5
ذاق,5
نظرة,5
اعظم,5
لاني,5
يدي,5
الطور,5
بيني,5
الكتاب,5
الكمال,5
باني,5
امان,5
يرضى,5
فيما,5
قالوا,5
فينا,5
تولوا,5
سبيل,5
حروف,5
جميع,5
لدينا,5
لذي,5
شاني,5
شيت,5
المحبوب,5
صفي,5
لديها,5
صدق,5
واية,5
العلا,5
الراوي,5
الهداة,5
وحق,5
منا,5
الاملاك,5
وصل,5
الوصف,5
مشربي,5
الشيخ,5
فكم,5
علومي,5
النثر,5
الاصل,5
كلت,5
ملاى,5
فقلت,5
الذين,5
عجب,5
لولاه,5
الرسول,5
ولكني,5
سبق,5
كنيت,5
والخفاء,5
ابي,5
رفع,5
يميني,5
حبنا,5
فيهم,5
عنا
,5
صدور,5
البدء,5
هذي,5
همم,5
ذات,5
الحال,5
وذو,5
صلاة,5
بذاك,5
جيته,5
فخر,5
اليكم,5
الخير,5
المرايي,5
جمعنا,5
طيب,5
صاحب,5
الايات,5
البداية,5
وغاية,5
الاكوان,5
بنور,5
سعدا,5
والقرى,5
المانعات,5
الـ,5
تجلت,5
وحاذر,5
اعطى,5
واين,5
حبيب,5
رجال,5
صرنا,5
حسبي,5
قوما,5
بينهم,5
تالله,5
ربنا,5
العلياء,5
قايم,5
سلني,5
الزيادة,5
اودعت,5
ولما,5
رحيم,5
والحب,5
حبي,5
يعلم,5
يابى,5
الخلق,5
كمن,5
الذكر,5
هنييا,5
عجبا,5
احيا,5
وبين,5
ابغي,5
الحجاب,5
فتلك,5
الحقايق,5
اثم,5
حان,5
رمت,5
لذاك,5
نوره,5
الجهل,5
فعل,5
مقامي,5
العطاء,4
وكن,4
اخبرت,4
اولي,4
بلوغ,4
هبة,4
همة,4
احبوه,4
فكنت,4
المامول,4
اماني,4
جهلوا,4
جمعهم,4
ختما,4
توحيد,4
السوى,4
بعده,4
فاعلم,4
نزلت,4
فلم,4
وقلت,4
لقران,4
الظن,4
خلا,4
خلت,4
الايمان,4
لكنها,4
يعطى,4
العظيم,4
ثلاثا,4
الابصار,4
جنى,4
شرابها,4
النبي,4
نجاة,4
بعضها,4
ارض,4
اميط,4
وهذي,4
البيان,4
مريد,4
تجلي,4
محكم,4
سهام,4
جناح,4
العزم,4
نجد,4
عيسى,4
عسى,4
قبس,4
بطون,4
دنت,4
دنا,4
تولى,4
اشعة,4
بيننا,4
يجهل,4
السلام,4
كاني,4
بغية,4
عساكم,4
ظاهرا,4
وكيف,4
واصل,4
حصن,4
سحاب,4
صفاء,4
عندهم,4
وخاب,4
سالت,4
ادم,4
قديما,4
وانني,4
الوجه,4
هنالك,4
العين,4
وحاشا,4
عناية,4
ورثت,4
يبغي,4
لقيت,4
جمال,4
بيتي,4
الستر,4
واشرب,4
عطايها,4
عشر,4
ببعض,4
والسموات,4
واول,4
كفوا,4
وجيء,4
ولان,4
وبيت,4
وانتم,4
يسقى,4
ويمنح,4
بدءا,4
طريقي,4
فذي,4
حديثا,4
علمتم,4
الخل,4
يبلغ,4
وارث,4
فانه,4
اليوم,4
بماء,4
عطية,4
تروى,4
العقل,4
التقى,4
ونعم,4
اهلها,4
جبال,4
استواء,4
واصلا,4
وكنا,4
بخس,4
رتب,4
يسيرا,4
كلماتها,4
المنايح,4
فخذوا,4
خصني,4
خصة,4
شرب,4
يرضيه,4
يطيب,4
الاعلى,4
عطيتي,4
يجود,4
يقينا,4
اتيت,4
مشاهدا,4
منازل,4
افنى,4
قيد,4
يصير,4
السوء,4
جاءني,4
بي
,4
جاهل,4
خلف,4
المولى,4
التقريب,4
الوهم,4
عبث,4
لفخر,4
حجب,4
متن,4
تغشى,4
امل,4
جنيتم,4
عباد,4
امنا,4
اراه,4
الزهراء,4
سابقا,4
امين,4
اثقلت,4
نجم,4
زلت,4
وعلمي,4
عقول,4
جلوة,4
محمد,4
فاين,4
لكنه,4
فصلت,4
واشهد,4
والنبيون,4
خفاء,4
صبرت,4
الكف,4
وحتى,4
بصدق,4
كريما,4
بقولي,4
عصبة,4
عطاياه,4
الحي,4
الزمان,4
قديم,4
منك,4
خاب,4
لهذا,4
الغار,4
موصول,4
رحاب,4
الامن,4
تراه,4
فانتم,4
رياح,4
لواء,4
ونحن,4
الاسرار,4
اخر,4
كله,4
شهودي,4
امره,4
مولاي,4
ثلاث,4
اجمعه,4
نبع,4
يعظم,4
كاس,4
المعنى,4
ادراك,4
نظما,4
ضلوا,4
يرتجيه,4
ملجا,4
محبوبي,4
العرش,4
مكنون,4
خوض,4
وربك,4
علة,4
قلوبا,4
حرام,4
وتم,4
الجود,4
يرمي,4
حينا,4
والحكم,4
قالت,4
قام,4
خردل,4
حشدا,4
غيره,4
سوف,4
اتم,4
كرام,4
صفيا,4
التجلي,4
ميقات,4
الحسن,4
الانوار,4
قلبت,4
لدن,4
مقامه,4
وقاية,4
احبابي,3
سعيت,3
اولى,3
ولى,3
راحها,3
ويشرب,3
ابنايي,3
نصحي,3
ايام,3
بيوت,3
الهجا,3
عندكم,3
يضل,3
ليت,3
خفي,3
خزاين,3
جادت,3
تكونوا,3
زعمتم,3
يسري,3
الراعي,3
واخرى,3
والحقايق,3
العفو,3
للمولى,3
وخذ,3
شقوة,3
الفهوم,3
دوما,3
وضح,3
زال,3
بريء,3
جهالة,3
والارض,3
الرحمن,3
جدل,3
وابراهيم,3
معي,3
باطلا,3
بينكم,3
فوقها,3
الكليم,3
بال,3
الاواب,3
بدلو,3
مشكاة,3
كتابي,3
صافي,3
الكسير,3
ويجمع,3
الحماية,3
بالوصل,3
فخل,3
يطول,3
ماثورتي,3
دكت,3
الغيث,3
وحدي,3
سفين,3
عمدة,3
سعد,3
وقمت,3
بجهل,3
غيوب,3
مشرب,3
دقايقها,3
شرابي,3
المكنون,3
جهول,3
امة,3
فيه
,3
ويصبح,3
تلقى,3
جمعكم,3
وهذه,3
روايتي
,3
عزنا,3
عونا,3
الوجوه,3
الوصال,3
هارون,3
بقلوبكم,3
اللوح,3
عينا,3
المعاني
,3
سبيلي,3
زورا,3
تقل,3
ياتي,3
لقوم,3
بداية,3
نفع,3
لاولي,3
سادتي,3
الاميـ,3
واصبح,3
يخشى,3
شيخ,3
دين,3
سلموا,3
شي
,3
رجاء,3
اهيل,3
الفهم,3
وقول,3
يجمع,3
وجنة,3
صمت
,3
التسليم,3
كامل,3
تعطى,3
بحق,3
الشهود,3
وجوه,3
تاب,3
الدنيا,3
رشدا,3
الجهالة,3
فنحن,3
حملت,3
جلت,3
عادت,3
فقل,3
وصف,3
عنهم,3
البحار,3
ضلالة,3
الصالحين,3
فالخير,3
مويد,3
نارا,3
بعهدي,3
الارفاد,3
يهتدي,3
جاءكم,3
مات,3
قبلها,3
ويحرم,3
اردت,3
بناء,3
راحما,3
الروابي,3
فتون,3
ربك,3
يبلغه,3
الاحمدية,3
نوح,3
اوصيك,3
جيت,3
نفخة,3
فذلك,3
دخلا,3
بياني,3
سمعتم,3
نظمي,3
يرون,3
مالك,3
نرى,3
كلا,3
كانوا,3
حلول,3
طريقتي
,3
طوعا,3
مليت,3
الكاف,3
يذوق,3
مرة,3
قلوبهم,3
يومها,3
السيد,3
سقيت,3
وماء,3
توسلت,3
الاخرى,3
رمتم,3
اللب,3
اسرار,3
الصبابة,3
اليقيـ,3
ليتكم,3
تمت,3
وانظر,3
عزت,3
وقلوب,3
بعضهم,3
والحق,3
الثقلان,3
ظلم,3
التيه,3
غرا,3
وعد,3
الفناء,3
ترد,3
لنيل,3
وايم,3
معتق,3
مختوم,3
ظلمة,3
العطاء
,3
ومنة,3
شمس,3
الجوى,3
وطاب,3
ابواب,3
انست,3
الامام,3
المغبون,3
ليعلم,3
يفنى,3
فاز,3
واكرع,3
قدوة,3
ونور,3
للقلوب,3
اثر,3
عال,3
وسر,3
يشفي,3
كلامنا,3
حاروا,3
سرنا,3
امرها,3
نزلوا,3
تجدي,3
الدعوى,3
الزهرا,3
كتب,3
وفيها,3
ترون,3
اميني,3
تجليها,3
ابن,3
بكم,3
امامي
,3
المحمود,3
ثوبا,3
اقيم,3
اسراره,3
البرهان
,3
قولنا,3
شاكرا,3
شهد,3
يغيب,3
وقولي,3
بامر,3
رشد,3
اليها,3
حكمتنا
,3
جيء,3
والقول,3
وملك,3
ضلت,3
الباس,3
الخليل,3
وجعلت,3
لوجه,3
اولا,3
الواصلين,3
واضرب,3
هدي,3
وسري,3
نقص,3
الفنا,3
والنور,3
وعبد,3
قبلة,3
الضحى,3
والقمر
,3
ارتقاء,3
فانعم,3
فصار,3
صرفا,3
ففي,3
الرفد,3
اجمعها,3
باغي,3
وعليه,3
معناه,3
الرب,3
يكفيك,3
ليصبح,3
الراح,3
كلمات,3
عدل,3
عروة,3
حماي,3
نسب,3
خدور,3
سلاما,3
جمعها,3
الرحيم,3
هداها,3
اوصى,3
لات,3
غمت,3
العالمين
,3
جدا,3
القدر,3
وانت,3
قضيت,3
وراق,3
فول,3
روحه,3
باغ,3
يبقى,3
ويجعله,3
حجة,3
خيرا,3
ديني,3
تاتي,3
عمد,3
حدا,3
يصطلي,3
وحسن,3
حار,3
قدري,3
دعوا,3
سرى,3
الحياء,3
محبتي,3
واحدا,3
تحيط,3
لباس,3
ضير,3
حبينا,3
واله,3
والي,3
تكريما,3
اجود,3
انى,3
هديت,3
كاتب
,3
كنز,3
فهذي,3
والغيب,3
بلغت,3
هدوا,3
اليقين,3
الحديد
,3
صلاتي,3
تعلموا,3
رمزا,3
والدين,3
شكرتم,3
وصلنا
,3
يدري,3
غبت,3
للاحبة,3
ندي,3
حكمي,3
اردتم,3
بتسليم,3
جودي,3
الجنات,3
الجناب,3
فارغب,3
وال,3
صفح,3
وجدوا,3
لاحمد,3
يقينا
,3
غيرنا,3
عليما,3
فنى,3
اصطفيت,3
قرى,3
الخلايق,3
عناء,3
مسمى,3
يمموا,3
الكاينات,3
الوصول,3
الملايك,3
العلي,3
فذا,3
وهل,3
بقوة,3
ساد,3
عون,3
حياة,3
عطشى,3
وانها,3
طلعت,3
الفخار,3
يشاء,3
يحتمي,3
رويت,3
عيانا
,3
القطيعة,3
مغيب,3
يرتضي,3
المثاني,3
ينبوع,3
امسك,3
رام,3
الفرد,3
وهمت,3
وغير,3
اخا,3
صفحا,3
تابعي,3
وكفوا,3
بحسن,3
علوما,3
وعندكم,3
شعاع,3
ففيه,3
كره,3
الحول,3
جواهر,3
سنا,3
سنة,3
يخيب,3
احبايي,3
كووس,3
ابدا,3
اياته,3
شقوة
,3
نظمت,3
يكفي,3
الفواد,3
يفوز,3
صرف,3
قضاء,3
يفز,3
بيتا,3
رضيت,3
الحرام,3
رفيع,3
سيف,3
يجد,3
الاحوال,3
اللسان,3
علا,3
علت,3
يساق,3
يسال,3
اهتدى,3
طريق,3
ردوا,3
فصرنا,3
وجها,3
نيل,3
قولوا,3
ركب,3
المعطي,3
اعانق,3
اسفرت,3
ينبي,3
الاغيار,3
بالحق,3
الخبايا,3
المحض,3
عاد,3
فحقا,3
الفصل,3
الاعراب,3
فناء,3
الثنا,3
الاختلاف,3
عزمي,3
حزت,3
شهدوا,3
لها
,3
محفوظا,3
واخذت,3
قرانا,3
راني,3
اليهم,3
فالى,3
باطل,3
فالذي,3
يهدي,3
الموصول,3
تصروا,3
نوري,3
كتبت,3
كتم,3
امينا,3
لبعض,2
عندي
,2
والبقاء,2
المورود,2
توجهي,2
الشهود
,2
المكارم,2
وابن,2
وابل,2
المنظوم,2
المحبة,2
الحماية
,2
يحيي,2
خلفوا,2
اشاهد,2
حوض,2
وليل,2
ويصعب,2
ليجمع,2
البلد,2
عدلي,2
شرف,2
شاءت,2
هجرت,2
رعاة,2
المرتقات,2
يبيت,2
مارب
,2
زايرا,2
يفارق,2
ترسو,2
عرفت,2
امني,2
جميلا,2
كفر,2
ظماى,2
اليس,2
يجعل,2
وفيهم,2
جابر,2
قاصدا,2
فرقة,2
معدني,2
غيثها,2
عموا,2
الختام,2
وردوا,2
العلية
,2
بنوري,2
السبع,2
توتي,2
اذعنت,2
نقطة,2
الشكاية,2
بمصر,2
الفيض,2
قضى,2
ظموا,2
تضيق,2
بمحض,2
الجليل,2
مزودا,2
يقتفى,2
سجدة,2
افشاء,2
سيدات,2
للديان
,2
وبينها
,2
ناصر,2
يفندني,2
بمضنون,2
وغاب,2
يبدو,2
برحمتي,2
استاري,2
تصاحب,2
الرتق,2
عادهم,2
هنا,2
افاد,2
افاء,2
القربى,2
اظلت
,2
تضرعوا,2
سليمان,2
كدنا,2
جرم,2
فتونها
,2
وعظم,2
جمالي,2
خفايا,2
جماله,2
يفرح,2
اجيادهم,2
بالجهل,2
بزعمهم,2
ابتداء,2
تسير,2
اجملته,2
كسر,2
صبرنا,2
اهلي,2
نفسه,2
وفى,2
دكت
,2
الاولى,2
جده,2
يصغي,2
بظلم,2
هموا,2
اعجز,2
يبتغي,2
الحشا,2
مصر,2
اليد
,2
شفاء,2
فيرتقي,2
ارواح,2
الشفاء
,2
قاسم,2
وعاد,2
طاعة,2
الزيغ,2
يجوز,2
مهدي,2
ذوات,2
بدات,2
صحايف,2
فبها,2
تايه,2
مفاتيح,2
ندري,2
الخفية
,2
داء,2
يعيش,2
الصلاة,2
باستار,2
فلو,2
والمعلم,2
وكذلك,2
يوتى,2
العباد,2
قوسين,2
الفتى,2
فانها,2
عيونا,2
يلقي,2
الامين,2
اسعى,2
الولاية,2
وخلت,2
غيرية,2
يشقى,2
خلصوا,2
جوهر,2
ودون,2
تخلى,2
مذاق,2
الركايب,2
يكمل,2
يكره,2
حايدا,2
مكامن,2
لام,2
التظالم,2
اعطيناك,2
وكانت,2
لشامت
,2
المنزلات
,2
عاينته,2
فرق,2
بقية,2
التفريق,2
مثله
,2
وختم,2
غافل,2
احمى,2
رحيقا,2
الاقدام
,2
للعباد,2
ربا,2
يعطي,2
بايعوا,2
اخوان,2
حينها,2
سويا
,2
ولديه,2
اكمل,2
طايف,2
سبعين,2
داود,2
بلغ,2
النفوس,2
جانب,2
مايه,2
مايي,2
ابديت,2
بعيد,2
النساء,2
تحتمله,2
بطي,2
شرابه,2
نسبوا,2
جمعوا,2
تلقون,2
يغشاه,2
قدرا,2
وشكر,2
صحيح,2
تركها,2
رفدها,2
جهرة,2
الجواد,2
راغب
,2
جهرا,2
والتمكين,2
قدوتي,2
فرايدي,2
المهابة,2
ذكرها,2
شديد,2
قسوت,2
الوفاء,2
اربى
,2
الظهور,2
ينابيع,2
تلقيني
,2
العارفين,2
العمران,2
ساير,2
داري,2
حواه,2
توهم,2
عليايه,2
يرضي,2
اضن,2
سيرها,2
والد,2
سمت,2
سمة,2
المحتمي,2
الدين
,2
الامانة
,2
اقضي,2
العزيز,2
معاذ,2
مثوى,2
زيادة,2
هاد,2
يباع,2
شمايل,2
تيه,2
احدى,2
الصبر,2
شييا,2
تغني,2
ذكرنا,2
جنات,2
المودة,2
منزلة,2
مسلكا,2
تمنوا
,2
طامع,2
كبرى,2
هواء,2
بحارا,2
ويعظم,2
امنة,2
معلم,2
ليوم,2
لداعي,2
وشهدت,2
ولكم,2
ولكل,2
ميذاب,2
الوجود
,2
البتول,2
الثقات
,2
المجموع,2
الفرق,2
طلعته,2
الرضا,2
شانه,2
قوله,2
صنو,2
دونهن,2
الروى,2
صفو,2
العطا,2
خليا,2
التقتير,2
نزلتم,2
مزور,2
الواحدية,2
يستطيع,2
عرف,2
منطقي,2
بسيف,2
ولكنه,2
الشر,2
وامان,2
النجاة,2
الحج,2
الحد,2
الحس,2
والنبي,2
مايها,2
صحو,2
مبديي,2
واتحاد,2
الزور,2
كووسا,2
واتخذنا,2
الصد,2
هناك,2
نار
,2
بغيب,2
الانبياء,2
لديك,2
الاحسان,2
حارت,2
الذاريات,2
عود,2
يقري,2
تاج,2
عكفوا,2
حكمة,2
بارينا,2
تعسا,2
ومناقب,2
عاينوها,2
الانعام
,2
غيبا,2
محجوبة,2
غيبت,2
منح,2
عرفوا,2
دولة,2
فقه,2
كرامة,2
وعدت,2
ديني
,2
النظم,2
غصة,2
تاذن,2
طريقتنا
,2
المتيم,2
امدادا,2
فالهدى,2
يعط,2
يعز,2
مدبرا,2
استجاروا,2
وحينا,2
ابيتم,2
رشفة,2
ورحمتي
,2
يصدق,2
امنتم,2
فالحق,2
الانسان
,2
اثنين,2
براءة,2
تمورا
,2
عندها
,2
اشاراتي,2
الكلام,2
جاهلا,2
يبلغكم,2
واومض,2
اهوى,2
وعاينوا,2
لاظهرت,2
وكفي,2
جمعت,2
المراد,2
العظايم,2
الموثقين,2
معيني,2
جهلا,2
والبها,2
الهبات,2
صفات,2
وصية,2
دارهم,2
يستغفرون,2
عفوا,2
عفوت,2
بالحقايق,2
العنا,2
يحبو,2
سوالك,2
والعيش,2
فجر,2
والطين
,2
اخو,2
وخاض,2
الاصباح,2
جدهم,2
بغيته,2
مقامي
,2
المحسنين,2
يخبر,2
المساكين
,2
انبتت,2
وغيري,2
ورثنا,2
فتيلتي
,2
كاف,2
ثنى,2
الوفاء
,2
سلما,2
الجبال,2
المسيء,2
احتمى,2
طرقنا,2
طلع,2
القيد,2
ثنيات,2
الكناية,2
الهجر,2
نوال,2
فلست,2
فرات,2
فتحا,2
غنموا,2
فتحت,2
لبى,2
الخضر,2
الموايد
,2
الجميل,2
صبا,2
يروم,2
مرفوع,2
تمر,2
تبث,2
الحسنى,2
رضيتها,2
تضاهى,2
يطلب,2
ثلاثة,2
لظى,2
سوانا
,2
فيعطي,2
اماني
,2
الشقوتين,2
مكانتي
,2
بالمستجار,2
بيته,2
رايتم,2
خمري,2
المنازل,2
يجل,2
جفاء,2
ومات,2
بنفخة,2
احفظ,2
عجز,2
تهب,2
حلت,2
وربي,2
الكلمات,2
منانا,2
حولها,2
ولمن,2
الرسل,2
ليته,2
تبثوا,2
الصفات
,2
الاواه,2
والعز,2
يفتح,2
ومرحمة,2
صحاف,2
وجهه,2
وجهي,2
يجني,2
المنتهى,2
هجر,2
الاعجمية,2
كابرا,2
الاستار,2
صمت,2
الاي,2
يستنكف,2
الخوف,2
واعرض,2
ضياء,2
الساق,2
عزة,2
سخي,2
ينظر,2
وسبعين
,2
القطاع,2
صموا,2
الجاهلين,2
واحمد,2
عليا
,2
جزته,2
بانني,2
استحياء
,2
جمحت,2
كاظم,2
حانه,2
كفانا
,2
فخلوا,2
والسراير,2
ترة,2
محيي,2
المقارف,2
واخبرت,2
طريد,2
عيشا,2
الاركان,2
حرمة,2
ركوب,2
قطوف,2
الجهالة
,2
تسمى,2
عطاوه,2
تكفني,2
هدينا,2
وتر,2
ابهى,2
الاحدية
,2
وكنية,2
وازدانت,2
مورد,2
محكمات,2
كيفية,2
الثناء,2
خواض,2
وطاش,2
يداه,2
طاف,2
باحمد,2
تميلوا,2
يحكمني,2
الاسماء
,2
سيلتم,2
غيرا,2
الصحابة,2
توليت
,2
العوايد
,2
الي
,2
درة,2
الرقى,2
شتان,2
اوابها,2
امامهم,2
بعلمنا,2
العماء,2
بسوء,2
نضيد,2
وفينا,2
انعكاس,2
شربة,2
روضتي
,2
شربت,2
محبنا,2
مستقيم,2
يحظى,2
الاسرا,2
وراثة,2
ذكرا,2
اسس,2
وارد,2
ساحتي,2
كفيه,2
سفينتي
,2
يماط,2
وراجع,2
واتيت,2
قولها,2
نظيف,2
غايبا,2
هشيم,2
السايل,2
واعرف,2
بمادح,2
صحبة,2
نلته,2
حوته,2
مزيتي
,2
العقول,2
عرفنا,2
والصفا,2
لبسوا,2
فبه,2
الطرايق,2
والتنزيل,2
عبرة,2
الاعراف,2
نعمتنا
,2
رسل,2
اعرضت,2
ابراهيم
,2
ويسقى,2
بشيونها
,2
عنك,2
رحب,2
خلاف,2
لاعطي,2
عرفتم,2
مامونا,2
ناجى,2
التقي,2
اسما,2
فتق,2
لقبلة,2
نرجو,2
استبان,2
كلماتنا,2
فاما,2
الوعد,2
علكم,2
الينا,2
اعطت,2
اضاء,2
اصحاب,2
وتلقيني,2
بنت,2
يرجى,2
ظعن,2
شريك,2
مذاقا,2
نبتغي,2
ارفاده,2
رجس,2
جعلت,2
كالهو,2
عبيدا,2
شامخات,2
يملى,2
يملك,2
ينتهي,2
النجي,2
معارج,2
النجم,2
شينا
,2
مقالتي
,2
لغيرك,2
بقربة,2
الملا,2
جلال,2
العصماء
,2
تقرب,2
يضيء,2
كانهم,2
وحولي,2
علامة,2
ويعرف,2
نسبا,2
يقلب,2
فاصبح,2
اليك,2
فلما,2
يسوقها,2
شاهدت,2
النفخة,2
بالعطايا,2
راها,2
المعتق,2
السالكين
,2
رداء,2
امانا,2
بفضلك,2
الانكار,2
اميطوا,2
فاتبعني,2
سنات
,2
وليد,2
بقلوبنا,2
ولدى,2
مبدا,2
تضلوا,2
خصت,2
وهاب,2
كفه,2
فلقا,2
فرتلها,2
شهود,2
سفر,2
يرضيك,2
يمناي,2
قلتها,2
وحمدي,2
زيتها,2
الافك,2
دقت,2
بربهم,2
عليم,2
رفعة,2
سمات,2
الشهر,2
حرج,2
القدير,2
غافرا,2
فغدوا,2
جوار,2
العتب,2
عطيته,2
رموه,2
الهوية
,2
اهلا,2
اطعنا,2
عجايبا,2
والتجافي,2
ملح,2
ملا,2
فاسمع,2
جنة,2
قبلتي
,2
العز,2
المنى,2
وبعدا,2
تتمة,2
فانني,2
وبالتوحيد,2
ولكنا,2
بيمين,2
وقال,2
وذي,2
غفلت,2
لبدء,2
بالاحسان
,2
ظنوا,2
فقير,2
صلى,2
مثلما,2
الغث,2
عجيب,2
فها,2
فاعلموا,2
امانة,2
براحتي
,2
ظاهر
,2
شقي,2
ناظري,2
طلعة
,2
جملتي
,2
الابواب,2
والصبابة,2
زاد,2
حباها,2
تنزلت,2
لاح,2
قطب,2
قطع,2
نشرت,2
المقتدر
,2
مكان,2
خلق,2
زورهم,2
ذكرك,2
الخلافة,2
صدره,2
الاعلام
,2
لجج,2
وعترة
,2
